Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Norte,Merlot,2020,4,3759,9850992.1,7784661.82
Sucursal Norte,Pinot Noir,2020,4,3252,12209612.24,7814554.95
Sucursal Norte,Chardonnay,2020,4,4912,12381986.59,7540861.0
Sucursal Norte,Sauvignon Blanc,2020,4,3509,9938087.67,6749184.74
Sucursal Centro,Cabernet Sauvignon,2020,4,4837,14848620.64,9670878.87
Sucursal Centro,Merlot,2020,4,4311,10496907.95,8134303.19
Sucursal Centro,Pinot Noir,2020,4,2734,9532071.67,6162765.47
Sucursal Centro,Chardonnay,2020,4,4645,13012146.59,8033891.35
Sucursal Centro,Sauvignon Blanc,2020,4,3747,9839192.95,7375587.78
Sucursal Sur,Cabernet Sauvignon,2020,4,5384,15255092.46,10997418.61
Sucursal Sur,Merlot,2020,4,4180,9429326.46,6758624.67
Sucursal Sur,Pinot Noir,2020,4,2952,10311923.77,7254143.44
Sucursal Sur,Chardonnay,2020,4,4882,15032208.34,9737893.57
Sucursal Sur,Sauvignon Blanc,2020,4,3524,8427816.04,6353676.58
Sucursal Norte,Cabernet Sauvignon,2020,5,5111,16037241.13,11293409.52
Sucursal Norte,Merlot,2020,5,3681,9067421.89,5999038.58
Sucursal Norte,Pinot Noir,2020,5,3269,12133403.26,7592026.24
Sucursal Norte,Chardonnay,2020,5,4409,11287462.1,7033200.75
Sucursal Norte,Sauvignon Blanc,2020,5,3617,8976570.54,6065462.28
Sucursal Centro,Cabernet Sauvignon,2020,5,5393,14781560.85,10141845.21
Sucursal Centro,Merlot,2020,5,4078,9482873.79,5720952.73
Sucursal Centro,Pinot Noir,2020,5,3041,10430197.82,7809518.56
Sucursal Centro,Chardonnay,2020,5,4552,12983557.92,8604095.69
Sucursal Centro,Sauvignon Blanc,2020,5,3407,8163331.09,5711487.46
Sucursal Sur,Cabernet Sauvignon,2020,5,4591,15114995.84,9566526.46
Sucursal Sur,Merlot,2020,5,4009,9935844.29,7768444.88
Sucursal Sur,Pinot Noir,2020,5,3157,10501413.59,7100780.9
Sucursal Sur,Chardonnay,2020,5,4090,12520421.04,8949372.79
Sucursal Sur,Sauvignon Blanc,2020,5,3752,9276588.13,7199475.79
Sucursal Norte,Cabernet Sauvignon,2020,6,4539,13459503.69,9471289.08
Sucursal Norte,Merlot,2020,6,4232,9798793.6,7652670.85
Sucursal Norte,Pinot Noir,2020,6,3287,10631592.81,8155432.18
Sucursal Norte,Chardonnay,2020,6,4786,12669680.89,7957703.27
Sucursal Norte,Sauvignon Blanc,2020,6,3333,8155295.45,5124415.01
Sucursal Centro,Cabernet Sauvignon,2020,6,4878,14973630.22,8991383.17
Sucursal Centro,Merlot,2020,6,4016,9311724.91,5603381.21
Sucursal Centro,Pinot Noir,2020,6,2729,9529541.68,6118872.21
Sucursal Centro,Chardonnay,2020,6,4545,12386170.18,9859851.09
Sucursal Centro,Sauvignon Blanc,2020,6,3841,10505655.13,6951951.37
Sucursal Sur,Cabernet Sauvignon,2020,6,5335,15653989.16,9805692.52
Sucursal Sur,Merlot,2020,6,4146,9493545.65,5987111.81
Sucursal Sur,Pinot Noir,2020,6,3204,12210741.81,9049786.54
Sucursal Sur,Chardonnay,2020,6,4493,13294271.35,8232789.01
Sucursal Sur,Sauvignon Blanc,2020,6,3267,7870918.53,6036037.97
Sucursal Norte,Cabernet Sauvignon,2020,7,5067,16705341.37,12341985.97
Sucursal Norte,Merlot,2020,7,3756,9364421.69,6716470.92
Sucursal Norte,Pinot Noir,2020,7,2917,10087745.94,8066797.67
Sucursal Norte,Chardonnay,2020,7,4515,13328331.07,9836941.55
Sucursal Norte,Sauvignon Blanc,2020,7,3656,9446028.61,7000806.44
Sucursal Centro,Cabernet Sauvignon,2020,7,4847,14412493.71,9556943.53
Sucursal Centro,Merlot,2020,7,4122,10800261.06,8328241.29
Sucursal Centro,Pinot Noir,2020,7,2850,10017875.79,7400384.85
Sucursal Centro,Chardonnay,2020,7,4162,11227602.14,7956413.12
Sucursal Centro,Sauvignon Blanc,2020,7,3559,9336019.58,7190646.54
Sucursal Sur,Cabernet Sauvignon,2020,7,4599,14566509.36,10059323.28
Sucursal Sur,Merlot,2020,7,4144,10994960.06,6684681.6
Sucursal Sur,Pinot Noir,2020,7,3032,11368854.13,7378800.63
Sucursal Sur,Chardonnay,2020,7,4194,11599569.6,7889279.2
Sucursal Sur,Sauvignon Blanc,2020,7,3762,10163574.84,7120959.23
Sucursal Norte,Cabernet Sauvignon,2020,8,5449,16128843.58,11787586.15
Sucursal Norte,Merlot,2020,8,4183,9719114.93,7065733.21
Sucursal Norte,Pinot Noir,2020,8,2856,10235502.1,7355616.53
Sucursal Norte,Chardonnay,2020,8,4089,10585874.95,6968998.09
Sucursal Norte,Sauvignon Blanc,2020,8,3734,9097357.74,5671986.63
Sucursal Centro,Cabernet Sauvignon,2020,8,4837,15261769.46,11002758.38
Sucursal Centro,Merlot,2020,8,4107,10653874.58,8058748.66
Sucursal Centro,Pinot Noir,2020,8,3224,11031157.33,8414789.36
Sucursal Centro,Chardonnay,2020,8,4174,12496532.56,8764610.54
Sucursal Centro,Sauvignon Blanc,2020,8,3558,8534881.56,5342029.8
Sucursal Sur,Cabernet Sauvignon,2020,8,5094,15982522.76,10242204.26
Sucursal Sur,Merlot,2020,8,3620,9044576.97,6396939.67
Sucursal Sur,Pinot Noir,2020,8,3055,11548521.09,7136139.43
Sucursal Sur,Chardonnay,2020,8,4546,13465432.67,10305804.89
Sucursal Sur,Sauvignon Blanc,2020,8,3236,7680254.71,5589009.5
Sucursal Norte,Cabernet Sauvignon,2020,9,4959,13580689.69,9567573.5
Sucursal Norte,Merlot,2020,9,3642,9431510.0,6254695.09
Sucursal Norte,Pinot Noir,2020,9,3291,10535172.26,7833760.24
Sucursal Norte,Chardonnay,2020,9,4909,13958452.0,9998921.66
Sucursal Norte,Sauvignon Blanc,2020,9,3460,8248881.93,6457445.48
Sucursal Centro,Cabernet Sauvignon,2020,9,4974,14880217.23,10610018.94
Sucursal Centro,Merlot,2020,9,3928,10205051.07,8049944.98
Sucursal Centro,Pinot Noir,2020,9,2955,9711513.63,6502238.79
Sucursal Centro,Chardonnay,2020,9,4622,13250726.97,9504312.16
Sucursal Centro,Sauvignon Blanc,2020,9,3179,8563611.99,6167250.51
Sucursal Sur,Cabernet Sauvignon,2020,9,5355,16448243.58,11374779.36
Sucursal Sur,Merlot,2020,9,4257,10672991.47,8442890.19
Sucursal Sur,Pinot Noir,2020,9,2724,9742594.02,6767239.74
Sucursal Sur,Chardonnay,2020,9,4776,14262152.76,9207856.7
Sucursal Sur,Sauvignon Blanc,2020,9,3537,8458303.25,6472240.27
Sucursal Norte,Cabernet Sauvignon,2020,10,4924,13522195.48,10082255.74
Sucursal Norte,Merlot,2020,10,4269,10488270.6,6482066.74
Sucursal Norte,Pinot Noir,2020,10,3005,10449559.7,7534915.38
Sucursal Norte,Chardonnay,2020,10,4773,12503788.32,9079565.47
Sucursal Norte,Sauvignon Blanc,2020,10,3188,8926384.81,6410216.44
Sucursal Centro,Cabernet Sauvignon,2020,10,4582,12480698.1,8032548.26
Sucursal Centro,Merlot,2020,10,4325,11330329.31,8072232.0
Sucursal Centro,Pinot Noir,2020,10,2861,10822407.2,6758522.51
Sucursal Centro,Chardonnay,2020,10,4122,12525228.4,9019483.93
Sucursal Centro,Sauvignon Blanc,2020,10,3418,9561202.99,6819613.64
Sucursal Sur,Cabernet Sauvignon,2020,10,5339,17195616.72,10359178.37
Sucursal Sur,Merlot,2020,10,3607,9907105.84,6150331.95
Sucursal Sur,Pinot Noir,2020,10,2817,10372727.58,8236329.7
Sucursal Sur,Chardonnay,2020,10,4189,11934169.91,7964605.36
Sucursal Sur,Sauvignon Blanc,2020,10,3332,8134693.66,6005636.53
Sucursal Norte,Cabernet Sauvignon,2020,11,4542,14610381.96,9808211.34
Sucursal Norte,Merlot,2020,11,4384,11979026.78,8893183.81
Sucursal Norte,Pinot Noir,2020,11,3152,10685718.92,6830726.56
Sucursal Norte,Chardonnay,2020,11,4279,12042006.41,8632726.7
Sucursal Norte,Sauvignon Blanc,2020,11,3842,9376097.54,6816890.59
Sucursal Centro,Cabernet Sauvignon,2020,11,4860,14236822.36,11222774.16
Sucursal Centro,Merlot,2020,11,3712,8490471.65,5930616.6
Sucursal Centro,Pinot Noir,2020,11,2831,9131028.05,7182108.78
Sucursal Centro,Chardonnay,2020,11,4368,12544546.1,9317296.75
Sucursal Centro,Sauvignon Blanc,2020,11,3514,9383115.54,7022769.79
Sucursal Sur,Cabernet Sauvignon,2020,11,5005,16044058.67,11042406.49
Sucursal Sur,Merlot,2020,11,4209,11117138.23,8633495.58
Sucursal Sur,Pinot Noir,2020,11,2890,9128164.85,5972930.61
Sucursal Sur,Chardonnay,2020,11,4885,14921438.87,10071783.99
Sucursal Sur,Sauvignon Blanc,2020,11,3444,9664997.1,7714490.51
Sucursal Norte,Cabernet Sauvignon,2020,12,5267,16913027.03,11969780.44
Sucursal Norte,Merlot,2020,12,3726,9744840.36,6418650.12
Sucursal Norte,Pinot Noir,2020,12,2806,9026183.07,5688884.34
Sucursal Norte,Chardonnay,2020,12,4291,10956238.74,7264645.5
Sucursal Norte,Sauvignon Blanc,2020,12,3379,8356001.7,6328838.13
Sucursal Centro,Cabernet Sauvignon,2020,12,5363,16639263.65,11703621.18
Sucursal Centro,Merlot,2020,12,3705,9535598.75,7595042.79
Sucursal Centro,Pinot Noir,2020,12,3290,11199419.01,8083716.98
Sucursal Centro,Chardonnay,2020,12,4487,12781190.04,8977371.78
Sucursal Centro,Sauvignon Blanc,2020,12,3189,8727595.54,5506894.57
Sucursal Sur,Cabernet Sauvignon,2020,12,4689,15054872.23,10006068.09
Sucursal Sur,Merlot,2020,12,3768,9413520.13,6627950.71
Sucursal Sur,Pinot Noir,2020,12,3044,9698777.05,6536915.01
Sucursal Sur,Chardonnay,2020,12,4602,12640389.0,9654765.81
Sucursal Sur,Sauvignon Blanc,2020,12,3659,9585847.24,6595262.46
Sucursal Norte,Cabernet Sauvignon,2021,1,5490,17815140.07,13717261.08
Sucursal Norte,Merlot,2021,1,4028,10553875.25,7585626.03
Sucursal Norte,Pinot Noir,2021,1,3959,16676662.96,10519827.38
Sucursal Norte,Chardonnay,2021,1,5191,18371146.62,12182264.91
Sucursal Norte,Sauvignon Blanc,2021,1,3342,9463655.74,6980063.26
Sucursal Centro,Cabernet Sauvignon,2021,1,6005,21835779.21,16807771.63
Sucursal Centro,Merlot,2021,1,3673,9717789.19,7421621.18
Sucursal Centro,Pinot Noir,2021,1,3591,15606025.11,9815603.64
Sucursal Centro,Chardonnay,2021,1,5148,17444806.54,11506605.01
Sucursal Centro,Sauvignon Blanc,2021,1,3483,9830236.19,7759070.87
Sucursal Sur,Cabernet Sauvignon,2021,1,5635,18796381.41,12170675.31
Sucursal Sur,Merlot,2021,1,3635,10829514.26,6506935.01
Sucursal Sur,Pinot Noir,2021,1,3765,16297336.21,10583943.68
Sucursal Sur,Chardonnay,2021,1,4874,16950024.35,13533587.11
Sucursal Sur,Sauvignon Blanc,2021,1,3328,9790858.94,7190250.45
Sucursal Norte,Cabernet Sauvignon,2021,2,5548,19296517.18,12031716.45
Sucursal Norte,Merlot,2021,2,3722,9463769.19,6492601.06
Sucursal Norte,Pinot Noir,2021,2,3600,15557803.03,12253678.94
Sucursal Norte,Chardonnay,2021,2,5194,18773297.46,12894883.23
Sucursal Norte,Sauvignon Blanc,2021,2,3330,9290573.47,6070705.12
Sucursal Centro,Cabernet Sauvignon,2021,2,5281,19682717.55,12884557.72
Sucursal Centro,Merlot,2021,2,3783,10003137.89,6095556.02
Sucursal Centro,Pinot Noir,2021,2,3947,18916591.09,13156410.29
Sucursal Centro,Chardonnay,2021,2,5181,18595583.66,14316045.33
Sucursal Centro,Sauvignon Blanc,2021,2,3452,9216870.72,6993322.56
Sucursal Sur,Cabernet Sauvignon,2021,2,5385,18493820.26,14503672.01
Sucursal Sur,Merlot,2021,2,3816,10907407.57,6612366.07
Sucursal Sur,Pinot Noir,2021,2,3409,14161058.07,10005248.49
Sucursal Sur,Chardonnay,2021,2,4685,16540134.0,10603693.71
Sucursal Sur,Sauvignon Blanc,2021,2,3603,10950431.69,7457342.63
Sucursal Norte,Cabernet Sauvignon,2021,3,5949,22143944.16,14513949.92
Sucursal Norte,Merlot,2021,3,3955,10742090.62,6607046.63
Sucursal Norte,Pinot Noir,2021,3,3293,14675578.39,11476013.67
Sucursal Norte,Chardonnay,2021,3,4817,17093454.97,10763447.73
Sucursal Norte,Sauvignon Blanc,2021,3,3363,10578196.59,6988241.69
Sucursal Centro,Cabernet Sauvignon,2021,3,5894,21089158.71,16406456.67
Sucursal Centro,Merlot,2021,3,3705,10156052.35,7257324.02
Sucursal Centro,Pinot Noir,2021,3,3511,16401764.77,12814541.85
Sucursal Centro,Chardonnay,2021,3,5060,17916775.09,12570314.53
Sucursal Centro,Sauvignon Blanc,2021,3,3506,9797627.07,6297705.84
Sucursal Sur,Cabernet Sauvignon,2021,3,5782,20355159.71,12274130.07
Sucursal Sur,Merlot,2021,3,3928,9803021.04,7759163.18
Sucursal Sur,Pinot Noir,2021,3,3630,16978557.71,12846183.49
Sucursal Sur,Chardonnay,2021,3,4661,15315318.73,9519383.45
Sucursal Sur,Sauvignon Blanc,2021,3,3461,9255118.84,6029815.83
Sucursal Norte,Cabernet Sauvignon,2021,4,5912,21010135.62,14614544.82
Sucursal Norte,Merlot,2021,4,4200,12634922.86,8614777.91
Sucursal Norte,Pinot Noir,2021,4,3401,14259120.2,11256474.1
Sucursal Norte,Chardonnay,2021,4,5208,18048737.14,12587148.61
Sucursal Norte,Sauvignon Blanc,2021,4,3837,11317601.6,8431541.14
Sucursal Centro,Cabernet Sauvignon,2021,4,5267,19505158.35,13483598.66
Sucursal Centro,Merlot,2021,4,4105,11910040.21,9155648.44
Sucursal Centro,Pinot Noir,2021,4,3938,18951939.87,12364867.33
Sucursal Centro,Chardonnay,2021,4,4753,14822359.07,8930463.94
Sucursal Centro,Sauvignon Blanc,2021,4,3152,8877675.71,5889302.59
Sucursal Sur,Cabernet Sauvignon,2021,4,4980,16965991.1,11174712.8
Sucursal Sur,Merlot,2021,4,3799,9734626.7,6699706.47
Sucursal Sur,Pinot Noir,2021,4,3359,16479724.89,10137551.85
Sucursal Sur,Chardonnay,2021,4,4973,16552846.97,12707130.75
Sucursal Sur,Sauvignon Blanc,2021,4,3650,9829514.12,7379692.91
Sucursal Norte,Cabernet Sauvignon,2021,5,5420,20307738.08,13266121.69
Sucursal Norte,Merlot,2021,5,4255,11392395.02,7313775.63
Sucursal Norte,Pinot Noir,2021,5,3282,16280609.23,12190746.66
Sucursal Norte,Chardonnay,2021,5,5252,16022040.74,10506341.77
Sucursal Norte,Sauvignon Blanc,2021,5,3233,9636645.74,6053563.89
Sucursal Centro,Cabernet Sauvignon,2021,5,5980,20581030.47,14992928.22
Sucursal Centro,Merlot,2021,5,3606,10090023.81,8049158.28
Sucursal Centro,Pinot Noir,2021,5,3318,15844848.51,10263970.02
Sucursal Centro,Chardonnay,2021,5,4937,16002366.88,9708312.57
Sucursal Centro,Sauvignon Blanc,2021,5,3450,9099377.27,6149914.54
Sucursal Sur,Cabernet Sauvignon,2021,5,5171,17421228.26,10788437.57
Sucursal Sur,Merlot,2021,5,4136,12124394.02,9553477.33
Sucursal Sur,Pinot Noir,2021,5,3396,14833211.66,9671317.08
Sucursal Sur,Chardonnay,2021,5,5188,16407284.76,11696963.64
Sucursal Sur,Sauvignon Blanc,2021,5,3585,11096518.03,8022701.99
Sucursal Norte,Cabernet Sauvignon,2021,6,5265,20846136.01,13974975.36
Sucursal Norte,Merlot,2021,6,4100,11464729.48,7270485.9
Sucursal Norte,Pinot Noir,2021,6,3885,18254540.09,13687582.85
Sucursal Norte,Chardonnay,2021,6,5322,16863464.8,10383688.85
Sucursal Norte,Sauvignon Blanc,2021,6,3329,9131855.38,6173594.96
Sucursal Centro,Cabernet Sauvignon,2021,6,5099,16591489.28,12716351.32
Sucursal Centro,Merlot,2021,6,4247,10701611.85,7857672.58
Sucursal Centro,Pinot Noir,2021,6,3459,15646732.11,10569934.7
Sucursal Centro,Chardonnay,2021,6,5159,15827625.29,12484274.33
Sucursal Centro,Sauvignon Blanc,2021,6,3555,9737434.45,7373089.71
Sucursal Sur,Cabernet Sauvignon,2021,6,5597,18677153.03,14170726.15
Sucursal Sur,Merlot,2021,6,3872,10813684.53,8246768.78
Sucursal Sur,Pinot Noir,2021,6,3643,17026558.46,11454169.44
Sucursal Sur,Chardonnay,2021,6,5342,16331463.62,11335106.46
Sucursal Sur,Sauvignon Blanc,2021,6,3544,10078465.08,7855883.83
Sucursal Norte,Cabernet Sauvignon,2021,7,5590,21405507.31,16909092.79
Sucursal Norte,Merlot,2021,7,3985,10166902.77,7267010.26
Sucursal Norte,Pinot Noir,2021,7,3262,14228818.73,9661353.66
Sucursal Norte,Chardonnay,2021,7,4873,15962664.23,12529728.97
Sucursal Norte,Sauvignon Blanc,2021,7,3831,10553443.64,7565071.58
Sucursal Centro,Cabernet Sauvignon,2021,7,5438,19240324.1,13484601.74
Sucursal Centro,Merlot,2021,7,4369,11484454.83,8750420.41
Sucursal Centro,Pinot Noir,2021,7,3244,15966756.27,12384597.05
Sucursal Centro,Chardonnay,2021,7,5220,18313927.98,11653663.29
Sucursal Centro,Sauvignon Blanc,2021,7,3303,10112263.71,7464396.26
Sucursal Sur,Cabernet Sauvignon,2021,7,5995,23171444.76,14327816.13
Sucursal Sur,Merlot,2021,7,3794,10038739.94,7022768.4
Sucursal Sur,Pinot Noir,2021,7,3319,13985359.13,10876730.04
Sucursal Sur,Chardonnay,2021,7,4604,16430216.21,11302193.01
Sucursal Sur,Sauvignon Blanc,2021,7,3849,10608648.46,6756529.57
Sucursal Norte,Cabernet Sauvignon,2021,8,5698,18729281.55,13588711.1
Sucursal Norte,Merlot,2021,8,4229,11089470.68,8014348.34
Sucursal Norte,Pinot Noir,2021,8,3836,17035379.78,11299543.13
Sucursal Norte,Chardonnay,2021,8,5219,17293323.38,11410303.79
Sucursal Norte,Sauvignon Blanc,2021,8,3169,9581463.25,6013896.14
Sucursal Centro,Cabernet Sauvignon,2021,8,5405,21159324.18,13148902.44
Sucursal Centro,Merlot,2021,8,3975,11244677.85,7961391.27
Sucursal Centro,Pinot Noir,2021,8,3266,13935001.34,8560037.42
Sucursal Centro,Chardonnay,2021,8,5031,16594717.97,10217694.74
Sucursal Centro,Sauvignon Blanc,2021,8,3186,9117166.68,6460229.06
Sucursal Sur,Cabernet Sauvignon,2021,8,5322,18969502.18,11476920.71
Sucursal Sur,Merlot,2021,8,3641,10722883.86,6891648.95
Sucursal Sur,Pinot Noir,2021,8,3491,16279358.2,11996413.58
Sucursal Sur,Chardonnay,2021,8,5083,15773696.22,9845440.47
Sucursal Sur,Sauvignon Blanc,2021,8,3626,10853295.22,6828985.66
Sucursal Norte,Cabernet Sauvignon,2021,9,5140,17111666.19,12531007.06
Sucursal Norte,Merlot,2021,9,4189,12110342.82,8634178.18
Sucursal Norte,Pinot Noir,2021,9,3585,15899625.45,11636069.61
Sucursal Norte,Chardonnay,2021,9,4730,14610999.13,11098672.02
Sucursal Norte,Sauvignon Blanc,2021,9,3288,9138662.29,7132668.21
Sucursal Centro,Cabernet Sauvignon,2021,9,5981,23291704.23,14205274.48
Sucursal Centro,Merlot,2021,9,3633,9600894.22,6087162.84
Sucursal Centro,Pinot Noir,2021,9,3272,14479594.0,11038324.87
Sucursal Centro,Chardonnay,2021,9,4894,16173697.09,10149503.67
Sucursal Centro,Sauvignon Blanc,2021,9,3725,11481408.43,7603224.92
Sucursal Sur,Cabernet Sauvignon,2021,9,5166,20189234.35,14376902.5
Sucursal Sur,Merlot,2021,9,4272,11009350.18,7103260.7
Sucursal Sur,Pinot Noir,2021,9,3568,17642738.76,11687642.42
Sucursal Sur,Chardonnay,2021,9,5102,16986863.16,12156506.21
Sucursal Sur,Sauvignon Blanc,2021,9,3496,10426689.71,6365706.39
Sucursal Norte,Cabernet Sauvignon,2021,10,5712,18911271.78,14600054.91
Sucursal Norte,Merlot,2021,10,3719,10096073.5,7916519.36
Sucursal Norte,Pinot Noir,2021,10,3920,18818028.17,15052541.22
Sucursal Norte,Chardonnay,2021,10,4627,15590999.53,9542487.36
Sucursal Norte,Sauvignon Blanc,2021,10,3567,9279165.84,6390106.08
Sucursal Centro,Cabernet Sauvignon,2021,10,5690,18817480.05,11528424.1
Sucursal Centro,Merlot,2021,10,3740,9969787.64,7329618.84
Sucursal Centro,Pinot Noir,2021,10,3435,16877086.34,12923585.91
Sucursal Centro,Chardonnay,2021,10,4917,17946809.12,14285467.86
Sucursal Centro,Sauvignon Blanc,2021,10,3646,9572166.13,6563226.24
Sucursal Sur,Cabernet Sauvignon,2021,10,5377,17826055.7,11790994.55
Sucursal Sur,Merlot,2021,10,3639,10063665.63,6099013.45
Sucursal Sur,Pinot Noir,2021,10,3784,17361512.14,10552657.39
Sucursal Sur,Chardonnay,2021,10,4773,14904611.15,11600103.2
Sucursal Sur,Sauvignon Blanc,2021,10,3343,9844833.49,7180942.03
Sucursal Norte,Cabernet Sauvignon,2021,11,5257,17923036.08,12115036.89
Sucursal Norte,Merlot,2021,11,3972,11335015.92,8935814.1
Sucursal Norte,Pinot Noir,2021,11,3507,15294851.07,11588641.91
Sucursal Norte,Chardonnay,2021,11,4520,16433362.19,12443787.14
Sucursal Norte,Sauvignon Blanc,2021,11,3699,10871038.01,7406465.3
Sucursal Centro,Cabernet Sauvignon,2021,11,5168,17443467.33,12640448.02
Sucursal Centro,Merlot,2021,11,3842,9844203.9,6224107.89
Sucursal Centro,Pinot Noir,2021,11,3599,17716921.96,12485669.76
Sucursal Centro,Chardonnay,2021,11,5041,15648141.79,9695633.65
Sucursal Centro,Sauvignon Blanc,2021,11,3360,8956981.43,6608153.74
Sucursal Sur,Cabernet Sauvignon,2021,11,5799,21730204.37,15508244.2
Sucursal Sur,Merlot,2021,11,4112,10672836.48,6438957.52
Sucursal Sur,Pinot Noir,2021,11,3449,16113545.31,12504642.85
Sucursal Sur,Chardonnay,2021,11,5314,18286312.65,11488054.02
Sucursal Sur,Sauvignon Blanc,2021,11,3465,9782257.93,7161094.66
Sucursal Norte,Cabernet Sauvignon,2021,12,5183,18743916.75,11817481.24
Sucursal Norte,Merlot,2021,12,4064,11618425.92,8935020.0
Sucursal Norte,Pinot Noir,2021,12,3363,15822913.19,11617864.4
Sucursal Norte,Chardonnay,2021,12,4664,14245613.45,9723783.49
Sucursal Norte,Sauvignon Blanc,2021,12,3658,10059179.18,7519082.98
Sucursal Centro,Cabernet Sauvignon,2021,12,5886,22781831.35,16666068.95
Sucursal Centro,Merlot,2021,12,4262,11102689.9,7917224.79
Sucursal Centro,Pinot Noir,2021,12,3902,18680857.61,11321294.65
Sucursal Centro,Chardonnay,2021,12,4762,16184908.84,10860137.59
Sucursal Centro,Sauvignon Blanc,2021,12,3336,9744891.99,7442025.15
Sucursal Sur,Cabernet Sauvignon,2021,12,5269,17267758.34,11511695.19
Sucursal Sur,Merlot,2021,12,4113,11914710.09,8555774.7
Sucursal Sur,Pinot Noir,2021,12,3537,15374715.49,11951484.3
Sucursal Sur,Chardonnay,2021,12,4623,15147750.46,11038075.61
Sucursal Sur,Sauvignon Blanc,2021,12,3295,8622668.27,6782117.08
Sucursal Norte,Cabernet Sauvignon,2022,1,6131,27756421.85,16666554.28
Sucursal Norte,Merlot,2022,1,4144,12603258.19,8852010.52
Sucursal Norte,Pinot Noir,2022,1,4244,26359044.67,15913548.01
Sucursal Norte,Chardonnay,2022,1,5476,21074344.29,16840606.25
Sucursal Norte,Sauvignon Blanc,2022,1,3716,12165535.4,8031461.28
Sucursal Centro,Cabernet Sauvignon,2022,1,5771,23381180.84,17442056.2
Sucursal Centro,Merlot,2022,1,3707,11018437.36,7977411.05
Sucursal Centro,Pinot Noir,2022,1,4462,25504518.63,17967285.06
Sucursal Centro,Chardonnay,2022,1,5982,25926295.82,20534521.11
Sucursal Centro,Sauvignon Blanc,2022,1,3487,10165785.52,7042784.76
