Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Norte,Fanta,2020,4,1976,3419418.56,2643312.12
Sucursal Norte,Sprite,2020,4,7416,12784699.71,7840377.36
Sucursal Norte,7 Up,2020,4,906,1252846.44,897263.58
Sucursal Norte,Pepsi,2020,4,7849,12988707.82,9681804.73
Sucursal Centro,Coca Cola,2020,4,10513,21155828.28,15581570.43
Sucursal Centro,Fanta,2020,4,2088,3696905.22,2448067.72
Sucursal Centro,Sprite,2020,4,7920,13607830.12,10301466.18
Sucursal Centro,7 Up,2020,4,1052,1527559.0,1066090.2
Sucursal Centro,Pepsi,2020,4,8351,12975853.19,9262177.63
Sucursal Sur,Coca Cola,2020,4,10636,21634149.43,15663137.58
Sucursal Sur,Fanta,2020,4,2110,3606459.94,2778838.53
Sucursal Sur,Sprite,2020,4,8375,16832232.79,12169576.7
Sucursal Sur,7 Up,2020,4,1050,1613596.91,1175714.43
Sucursal Sur,Pepsi,2020,4,7384,12629069.33,7784938.3
Sucursal Norte,Coca Cola,2020,5,10773,23506916.42,17221625.92
Sucursal Norte,Fanta,2020,5,2075,3614891.64,2418922.7
Sucursal Norte,Sprite,2020,5,8021,14848106.04,10217544.3
Sucursal Norte,7 Up,2020,5,994,1479490.57,1116232.16
Sucursal Norte,Pepsi,2020,5,7827,13998299.81,11180599.93
Sucursal Centro,Coca Cola,2020,5,10888,22389290.42,15242773.86
Sucursal Centro,Fanta,2020,5,2094,3662112.45,2885204.63
Sucursal Centro,Sprite,2020,5,7885,15394668.29,10808763.16
Sucursal Centro,7 Up,2020,5,952,1304994.58,933303.47
Sucursal Centro,Pepsi,2020,5,8240,14502810.28,10410810.07
Sucursal Sur,Coca Cola,2020,5,10769,19810249.83,12514900.62
Sucursal Sur,Fanta,2020,5,1823,3218970.06,2322567.84
Sucursal Sur,Sprite,2020,5,8758,16750586.45,10849844.41
Sucursal Sur,7 Up,2020,5,909,1475467.99,1162541.33
Sucursal Sur,Pepsi,2020,5,7275,13085522.4,7986650.38
Sucursal Norte,Coca Cola,2020,6,9511,17876335.86,11340959.5
Sucursal Norte,Fanta,2020,6,2167,4078377.13,2508382.49
Sucursal Norte,Sprite,2020,6,7343,13724589.28,9616539.12
Sucursal Norte,7 Up,2020,6,929,1465958.29,1038139.46
Sucursal Norte,Pepsi,2020,6,8137,14395600.01,8748747.57
Sucursal Centro,Coca Cola,2020,6,10439,21345701.24,16469762.44
Sucursal Centro,Fanta,2020,6,1859,3075726.82,2309787.4
Sucursal Centro,Sprite,2020,6,8413,17286267.41,10787947.92
Sucursal Centro,7 Up,2020,6,1008,1638806.09,1279433.26
Sucursal Centro,Pepsi,2020,6,8713,15416574.54,12211368.55
Sucursal Sur,Coca Cola,2020,6,9261,19092822.57,13633903.7
Sucursal Sur,Fanta,2020,6,2111,3468346.94,2283695.7
Sucursal Sur,Sprite,2020,6,7330,15114936.44,9358835.08
Sucursal Sur,7 Up,2020,6,1031,1542708.43,984315.45
Sucursal Sur,Pepsi,2020,6,8070,14911845.8,11916513.91
Sucursal Norte,Coca Cola,2020,7,10889,22731888.82,14784277.67
Sucursal Norte,Fanta,2020,7,2066,3867353.84,2968978.9
Sucursal Norte,Sprite,2020,7,7648,14673166.03,10008718.67
Sucursal Norte,7 Up,2020,7,1042,1573397.24,1023430.82
Sucursal Norte,Pepsi,2020,7,7783,13642389.81,8510200.6
Sucursal Centro,Coca Cola,2020,7,10001,19857181.22,15696285.88
Sucursal Centro,Fanta,2020,7,1863,3270681.39,2361378.71
Sucursal Centro,Sprite,2020,7,7855,15550422.38,10577513.15
Sucursal Centro,7 Up,2020,7,941,1275440.39,809928.33
Sucursal Centro,Pepsi,2020,7,7440,12163209.01,9228490.46
Sucursal Sur,Coca Cola,2020,7,9764,17855427.28,10717413.86
Sucursal Sur,Fanta,2020,7,2174,3680060.15,2402374.71
Sucursal Sur,Sprite,2020,7,8323,17028970.96,11016352.13
Sucursal Sur,7 Up,2020,7,1051,1679855.03,1066286.51
Sucursal Sur,Pepsi,2020,7,7594,12613136.42,8587811.22
Sucursal Norte,Coca Cola,2020,8,9408,16997568.39,13374687.8
Sucursal Norte,Fanta,2020,8,1836,3570553.12,2431082.61
Sucursal Norte,Sprite,2020,8,7757,14407553.67,11046072.45
Sucursal Norte,7 Up,2020,8,929,1495042.88,1106699.4
Sucursal Norte,Pepsi,2020,8,8474,14889292.77,11431381.43
Sucursal Centro,Coca Cola,2020,8,10428,21806508.72,13337254.88
Sucursal Centro,Fanta,2020,8,1890,3354961.93,2551498.35
Sucursal Centro,Sprite,2020,8,8782,15404097.77,9905137.79
Sucursal Centro,7 Up,2020,8,1028,1427438.31,892536.42
Sucursal Centro,Pepsi,2020,8,7430,12375905.28,8914322.95
Sucursal Sur,Coca Cola,2020,8,10817,19559120.36,14176303.9
Sucursal Sur,Fanta,2020,8,1875,3553688.83,2464545.79
Sucursal Sur,Sprite,2020,8,8059,16827260.65,12977928.61
Sucursal Sur,7 Up,2020,8,1030,1401504.14,925790.08
Sucursal Sur,Pepsi,2020,8,7233,12169664.76,8134588.63
Sucursal Norte,Coca Cola,2020,9,9850,18656544.91,14716046.42
Sucursal Norte,Fanta,2020,9,1953,3689587.43,2777931.5
Sucursal Norte,Sprite,2020,9,8795,15356276.81,10255831.93
Sucursal Norte,7 Up,2020,9,928,1487684.01,1179480.8
Sucursal Norte,Pepsi,2020,9,7570,14077572.78,9899195.79
Sucursal Centro,Coca Cola,2020,9,10478,21926793.98,15865579.17
Sucursal Centro,Fanta,2020,9,1959,3210258.85,2522153.5
Sucursal Centro,Sprite,2020,9,8060,15615660.28,9405559.78
Sucursal Centro,7 Up,2020,9,999,1570165.91,973713.76
Sucursal Centro,Pepsi,2020,9,8471,12981003.93,8937709.9
Sucursal Sur,Coca Cola,2020,9,9092,17646459.64,11289935.98
Sucursal Sur,Fanta,2020,9,1912,3581927.96,2490233.97
Sucursal Sur,Sprite,2020,9,7385,14822933.42,11760243.41
Sucursal Sur,7 Up,2020,9,945,1354008.13,913866.67
Sucursal Sur,Pepsi,2020,9,8697,14657239.92,9450554.88
Sucursal Norte,Coca Cola,2020,10,10457,21976348.88,17327068.93
Sucursal Norte,Fanta,2020,10,2124,3967266.99,3136142.42
Sucursal Norte,Sprite,2020,10,7648,15108989.48,10637159.63
Sucursal Norte,7 Up,2020,10,992,1468825.27,883789.02
Sucursal Norte,Pepsi,2020,10,7861,12356416.56,7707973.73
Sucursal Centro,Coca Cola,2020,10,9761,20543746.39,16400753.86
Sucursal Centro,Fanta,2020,10,1869,3365276.74,2124799.75
Sucursal Centro,Sprite,2020,10,8151,14198309.77,8679334.51
Sucursal Centro,7 Up,2020,10,1098,1595778.12,1032287.13
Sucursal Centro,Pepsi,2020,10,8068,14662980.04,9186064.74
Sucursal Sur,Coca Cola,2020,10,9228,19142082.52,12471044.77
Sucursal Sur,Fanta,2020,10,1881,3442725.37,2205816.07
Sucursal Sur,Sprite,2020,10,8313,16147586.08,10059703.15
Sucursal Sur,7 Up,2020,10,906,1399770.75,1111781.5
Sucursal Sur,Pepsi,2020,10,8397,13893673.93,9929548.92
Sucursal Norte,Coca Cola,2020,11,9444,20598874.85,15402950.58
Sucursal Norte,Fanta,2020,11,1921,3389129.49,2212303.74
Sucursal Norte,Sprite,2020,11,7985,13854569.8,8520287.38
Sucursal Norte,7 Up,2020,11,1091,1777152.28,1421148.53
Sucursal Norte,Pepsi,2020,11,7522,11573781.98,7458014.9
Sucursal Centro,Coca Cola,2020,11,9935,18784049.16,12606678.46
Sucursal Centro,Fanta,2020,11,2016,3364923.85,2371211.68
Sucursal Centro,Sprite,2020,11,8210,14274339.35,9301292.15
Sucursal Centro,7 Up,2020,11,993,1580486.13,984036.22
Sucursal Centro,Pepsi,2020,11,7969,13311090.21,8992528.4
Sucursal Sur,Coca Cola,2020,11,9510,19212023.38,11651491.91
Sucursal Sur,Fanta,2020,11,1917,3450182.51,2477350.26
Sucursal Sur,Sprite,2020,11,7314,12818384.47,8020839.13
Sucursal Sur,7 Up,2020,11,1005,1580260.6,1191139.32
Sucursal Sur,Pepsi,2020,11,7228,11127545.89,6897186.69
Sucursal Norte,Coca Cola,2020,12,10071,20945183.75,15978586.25
Sucursal Norte,Fanta,2020,12,2078,4078910.1,2724175.42
Sucursal Norte,Sprite,2020,12,8378,14658361.4,11228054.45
Sucursal Norte,7 Up,2020,12,983,1437719.19,1006750.69
Sucursal Norte,Pepsi,2020,12,7212,12367623.79,9555924.23
Sucursal Centro,Coca Cola,2020,12,10518,22055452.61,16704804.32
Sucursal Centro,Fanta,2020,12,1995,3700798.24,2461088.33
Sucursal Centro,Sprite,2020,12,8287,15911391.75,12252112.1
Sucursal Centro,7 Up,2020,12,919,1289568.75,838677.73
Sucursal Centro,Pepsi,2020,12,7531,13624740.68,8864697.89
Sucursal Sur,Coca Cola,2020,12,9285,18469329.53,12946664.69
Sucursal Sur,Fanta,2020,12,1997,3363121.6,2425780.06
Sucursal Sur,Sprite,2020,12,7602,14731861.12,10669359.82
Sucursal Sur,7 Up,2020,12,1095,1753873.46,1145934.06
Sucursal Sur,Pepsi,2020,12,7514,12508907.41,8060683.29
Sucursal Norte,Coca Cola,2021,1,11387,27111795.93,17933581.64
Sucursal Norte,Fanta,2021,1,1739,2732689.9,1695066.74
Sucursal Norte,Sprite,2021,1,7829,16350344.44,9929773.41
Sucursal Norte,7 Up,2021,1,1532,2438349.86,1799697.82
Sucursal Norte,Pepsi,2021,1,7584,14936345.81,10701975.86
Sucursal Centro,Coca Cola,2021,1,11002,30379983.77,21126552.46
Sucursal Centro,Fanta,2021,1,1712,2305613.28,1590888.95
Sucursal Centro,Sprite,2021,1,7383,16676890.68,11436890.95
Sucursal Centro,7 Up,2021,1,1512,2071420.84,1351551.05
Sucursal Centro,Pepsi,2021,1,8539,16208533.81,11650633.99
Sucursal Sur,Coca Cola,2021,1,10280,28229165.71,18167639.07
Sucursal Sur,Fanta,2021,1,1529,2204604.73,1396365.41
Sucursal Sur,Sprite,2021,1,7725,14971758.5,9507047.74
Sucursal Sur,7 Up,2021,1,1483,2397353.1,1536484.05
Sucursal Sur,Pepsi,2021,1,8712,17158597.97,11457671.2
Sucursal Norte,Coca Cola,2021,2,11415,29498052.41,22781543.44
Sucursal Norte,Fanta,2021,2,1705,2514521.33,2002475.62
Sucursal Norte,Sprite,2021,2,6930,15427367.02,10920108.18
Sucursal Norte,7 Up,2021,2,1607,2449515.3,1837686.75
Sucursal Norte,Pepsi,2021,2,8410,17321738.72,10914804.9
Sucursal Centro,Coca Cola,2021,2,11648,30689174.95,19858762.12
Sucursal Centro,Fanta,2021,2,1630,2287073.74,1763357.58
Sucursal Centro,Sprite,2021,2,6562,12573565.12,9870698.78
Sucursal Centro,7 Up,2021,2,1505,2336586.7,1630667.79
Sucursal Centro,Pepsi,2021,2,7739,15155272.88,10381555.96
Sucursal Sur,Coca Cola,2021,2,11150,27131483.57,20519710.76
Sucursal Sur,Fanta,2021,2,1457,2063843.46,1611711.62
Sucursal Sur,Sprite,2021,2,6962,15188030.04,12066906.21
Sucursal Sur,7 Up,2021,2,1562,2499215.35,1918825.1
Sucursal Sur,Pepsi,2021,2,8674,16598520.28,13073946.25
Sucursal Norte,Coca Cola,2021,3,10144,27089899.97,16893280.78
Sucursal Norte,Fanta,2021,3,1714,2351470.98,1857782.49
Sucursal Norte,Sprite,2021,3,7532,15210990.07,9600174.6
Sucursal Norte,7 Up,2021,3,1488,2170639.18,1563464.68
Sucursal Norte,Pepsi,2021,3,8650,18246997.73,14222331.26
Sucursal Centro,Coca Cola,2021,3,10316,28465367.75,18411615.68
Sucursal Centro,Fanta,2021,3,1620,2339513.12,1482417.73
Sucursal Centro,Sprite,2021,3,7778,17148589.78,10332502.13
Sucursal Centro,7 Up,2021,3,1390,2216734.26,1753197.89
Sucursal Centro,Pepsi,2021,3,8580,18251099.91,12705643.8
Sucursal Sur,Coca Cola,2021,3,11346,28821255.15,18700598.74
Sucursal Sur,Fanta,2021,3,1659,2538302.68,1774893.54
Sucursal Sur,Sprite,2021,3,6690,12873308.03,9490146.39
Sucursal Sur,7 Up,2021,3,1359,1856263.21,1474836.9
Sucursal Sur,Pepsi,2021,3,7940,14932338.23,11450914.61
Sucursal Norte,Coca Cola,2021,4,11456,26818290.22,17398554.6
Sucursal Norte,Fanta,2021,4,1706,2309051.21,1835462.4
Sucursal Norte,Sprite,2021,4,7015,13367558.97,10284609.39
Sucursal Norte,7 Up,2021,4,1578,2595263.94,1560619.44
Sucursal Norte,Pepsi,2021,4,8131,17608840.33,13896408.47
Sucursal Centro,Coca Cola,2021,4,10049,25219710.8,17034878.22
Sucursal Centro,Fanta,2021,4,1481,2186593.58,1393680.27
Sucursal Centro,Sprite,2021,4,6501,13749640.45,9515568.6
Sucursal Centro,7 Up,2021,4,1455,2145377.11,1348354.81
Sucursal Centro,Pepsi,2021,4,8266,18325431.88,11038816.99
Sucursal Sur,Coca Cola,2021,4,11815,29980375.45,19465468.01
Sucursal Sur,Fanta,2021,4,1666,2580896.02,1944824.64
Sucursal Sur,Sprite,2021,4,6738,13468223.32,10648680.25
Sucursal Sur,7 Up,2021,4,1526,2269490.05,1572363.92
Sucursal Sur,Pepsi,2021,4,7239,14385159.26,10537076.77
Sucursal Norte,Coca Cola,2021,5,10198,25837893.79,19772952.84
Sucursal Norte,Fanta,2021,5,1678,2186389.44,1701943.14
Sucursal Norte,Sprite,2021,5,7643,17054298.1,11746014.8
Sucursal Norte,7 Up,2021,5,1582,2206665.93,1714422.79
Sucursal Norte,Pepsi,2021,5,8747,16882007.22,10804438.77
Sucursal Centro,Coca Cola,2021,5,10295,27667202.16,21148081.71
Sucursal Centro,Fanta,2021,5,1466,2265693.51,1666139.64
Sucursal Centro,Sprite,2021,5,6897,13746159.83,9166838.17
Sucursal Centro,7 Up,2021,5,1482,2436140.27,1583650.74
Sucursal Centro,Pepsi,2021,5,7965,16425128.11,10368517.22
Sucursal Sur,Coca Cola,2021,5,10657,25485853.69,16243744.71
Sucursal Sur,Fanta,2021,5,1700,2220057.98,1396414.04
Sucursal Sur,Sprite,2021,5,7446,15660380.42,10936056.96
Sucursal Sur,7 Up,2021,5,1395,2223020.15,1568571.18
Sucursal Sur,Pepsi,2021,5,7237,15682128.38,11821340.51
Sucursal Norte,Coca Cola,2021,6,11209,31545369.75,24093718.72
Sucursal Norte,Fanta,2021,6,1448,2289810.9,1589157.21
Sucursal Norte,Sprite,2021,6,6875,15754342.75,10520610.02
Sucursal Norte,7 Up,2021,6,1466,2356641.69,1744325.5
Sucursal Norte,Pepsi,2021,6,8670,17647918.4,12719432.4
Sucursal Centro,Coca Cola,2021,6,11540,29139109.25,19182858.86
Sucursal Centro,Fanta,2021,6,1637,2148417.59,1437199.68
Sucursal Centro,Sprite,2021,6,6816,13905638.63,10377603.68
Sucursal Centro,7 Up,2021,6,1437,2079193.65,1449716.09
Sucursal Centro,Pepsi,2021,6,8176,16853107.9,11898653.67
Sucursal Sur,Coca Cola,2021,6,10493,26016228.08,20746644.44
Sucursal Sur,Fanta,2021,6,1464,2085491.44,1658217.54
Sucursal Sur,Sprite,2021,6,7613,17343923.42,11575340.11
Sucursal Sur,7 Up,2021,6,1580,2519753.76,2005306.4
Sucursal Sur,Pepsi,2021,6,7701,16378642.97,10879815.39
Sucursal Norte,Coca Cola,2021,7,10298,24975818.55,19751550.81
Sucursal Norte,Fanta,2021,7,1636,2215704.79,1603265.54
Sucursal Norte,Sprite,2021,7,7351,14182893.05,11181363.61
Sucursal Norte,7 Up,2021,7,1598,2200878.29,1738780.27
Sucursal Norte,Pepsi,2021,7,8251,18169642.54,12089605.15
Sucursal Centro,Coca Cola,2021,7,11902,29975919.5,21436293.27
Sucursal Centro,Fanta,2021,7,1714,2609213.01,1883920.33
Sucursal Centro,Sprite,2021,7,6951,14883927.02,9718449.86
Sucursal Centro,7 Up,2021,7,1590,2418423.45,1896976.74
Sucursal Centro,Pepsi,2021,7,7265,15104733.82,9345790.8
Sucursal Sur,Coca Cola,2021,7,12034,32241683.96,22061671.74
Sucursal Sur,Fanta,2021,7,1483,2239190.9,1457355.69
Sucursal Sur,Sprite,2021,7,7506,15257220.41,10848236.42
Sucursal Sur,7 Up,2021,7,1429,2095715.71,1540110.33
Sucursal Sur,Pepsi,2021,7,8604,19058861.77,12840006.75
Sucursal Norte,Coca Cola,2021,8,11543,27519121.88,18640569.93
Sucursal Norte,Fanta,2021,8,1755,2752846.45,1835593.47
Sucursal Norte,Sprite,2021,8,7595,16481448.2,13103033.9
Sucursal Norte,7 Up,2021,8,1636,2372001.99,1692477.48
Sucursal Norte,Pepsi,2021,8,7971,17555083.51,10611856.1
Sucursal Centro,Coca Cola,2021,8,11659,29152305.55,18288583.8
Sucursal Centro,Fanta,2021,8,1599,2268551.43,1567816.89
Sucursal Centro,Sprite,2021,8,7196,14535289.89,9243377.43
Sucursal Centro,7 Up,2021,8,1445,2362568.05,1573253.55
Sucursal Centro,Pepsi,2021,8,7910,17582873.0,11264504.21
Sucursal Sur,Coca Cola,2021,8,10722,28409944.33,19723971.71
Sucursal Sur,Fanta,2021,8,1473,2230787.56,1634048.1
Sucursal Sur,Sprite,2021,8,6583,12964679.43,9145385.55
Sucursal Sur,7 Up,2021,8,1469,1991634.53,1504492.07
Sucursal Sur,Pepsi,2021,8,8284,15853725.53,11461686.77
Sucursal Norte,Coca Cola,2021,9,10604,26415273.39,17641834.75
Sucursal Norte,Fanta,2021,9,1578,2202483.24,1433365.41
Sucursal Norte,Sprite,2021,9,6737,13941951.38,9989172.11
Sucursal Norte,7 Up,2021,9,1613,2231801.49,1557129.41
Sucursal Norte,Pepsi,2021,9,8447,17220236.17,13518192.73
Sucursal Centro,Coca Cola,2021,9,11134,27873577.6,20302994.05
Sucursal Centro,Fanta,2021,9,1649,2519669.21,1768053.84
Sucursal Centro,Sprite,2021,9,6614,13761116.85,8632490.43
Sucursal Centro,7 Up,2021,9,1385,2171500.1,1718198.07
Sucursal Centro,Pepsi,2021,9,7294,15722968.21,12080825.86
Sucursal Sur,Coca Cola,2021,9,11836,32923387.82,26264257.39
Sucursal Sur,Fanta,2021,9,1561,2317411.01,1538900.51
Sucursal Sur,Sprite,2021,9,6909,13622729.5,8398796.15
Sucursal Sur,7 Up,2021,9,1532,2179750.81,1361330.97
Sucursal Sur,Pepsi,2021,9,8233,15939093.7,11047325.45
Sucursal Norte,Coca Cola,2021,10,10589,24948578.02,19140587.65
Sucursal Norte,Fanta,2021,10,1502,2207753.6,1497355.95
Sucursal Norte,Sprite,2021,10,6604,13910154.43,8473164.85
Sucursal Norte,7 Up,2021,10,1587,2254110.44,1497135.67
Sucursal Norte,Pepsi,2021,10,7360,14759723.15,11229352.19
Sucursal Centro,Coca Cola,2021,10,10685,26294277.97,19216093.4
Sucursal Centro,Fanta,2021,10,1467,2211135.52,1533362.46
Sucursal Centro,Sprite,2021,10,7125,14351572.14,9710787.78
Sucursal Centro,7 Up,2021,10,1554,2520098.58,1640501.93
Sucursal Centro,Pepsi,2021,10,7242,15077577.78,11187510.21
Sucursal Sur,Coca Cola,2021,10,11256,31896572.66,20222327.19
Sucursal Sur,Fanta,2021,10,1459,2280865.75,1599757.48
Sucursal Sur,Sprite,2021,10,6492,14797506.36,9571520.64
Sucursal Sur,7 Up,2021,10,1432,2158675.86,1331371.93
Sucursal Sur,Pepsi,2021,10,8507,18501818.63,13381709.28
Sucursal Norte,Coca Cola,2021,11,11252,27771366.74,21478895.15
Sucursal Norte,Fanta,2021,11,1754,2687730.91,1644721.02
Sucursal Norte,Sprite,2021,11,7888,15723365.86,11823393.45
Sucursal Norte,7 Up,2021,11,1646,2437802.07,1634542.93
Sucursal Norte,Pepsi,2021,11,8269,15954996.18,12102970.05
Sucursal Centro,Coca Cola,2021,11,10627,28254511.95,18709525.55
Sucursal Centro,Fanta,2021,11,1590,2150871.44,1447051.59
Sucursal Centro,Sprite,2021,11,6756,14519230.84,11548137.81
Sucursal Centro,7 Up,2021,11,1633,2613529.13,2051688.66
Sucursal Centro,Pepsi,2021,11,7909,16320440.6,10891759.33
Sucursal Sur,Coca Cola,2021,11,11690,31180961.91,22579603.47
Sucursal Sur,Fanta,2021,11,1661,2516595.25,1524620.41
Sucursal Sur,Sprite,2021,11,7140,15588027.69,9936251.72
Sucursal Sur,7 Up,2021,11,1495,2188114.94,1528807.07
Sucursal Sur,Pepsi,2021,11,8047,17259661.33,11235010.62
Sucursal Norte,Coca Cola,2021,12,10561,25809912.35,15988625.77
Sucursal Norte,Fanta,2021,12,1540,2190981.43,1647599.02
Sucursal Norte,Sprite,2021,12,7281,15291753.93,10703652.79
Sucursal Norte,7 Up,2021,12,1414,2026652.0,1252810.45
Sucursal Norte,Pepsi,2021,12,8184,17301933.72,12241550.13
Sucursal Centro,Coca Cola,2021,12,10207,28303937.52,18264433.36
Sucursal Centro,Fanta,2021,12,1646,2355839.05,1816144.78
Sucursal Centro,Sprite,2021,12,6842,14904314.0,9268877.2
Sucursal Centro,7 Up,2021,12,1404,2116551.82,1475848.27
Sucursal Centro,Pepsi,2021,12,7709,16614932.31,11893754.15
Sucursal Sur,Coca Cola,2021,12,11817,30583339.42,18989050.38
Sucursal Sur,Fanta,2021,12,1454,2270726.93,1692530.67
Sucursal Sur,Sprite,2021,12,7589,17276673.42,11180043.54
Sucursal Sur,7 Up,2021,12,1589,2551194.46,1929641.13
Sucursal Sur,Pepsi,2021,12,8730,17341776.18,10553226.18
Sucursal Norte,Coca Cola,2022,1,10927,33284152.52,26247381.61
Sucursal Norte,Fanta,2022,1,1264,1447504.43,1092278.56
Sucursal Norte,Sprite,2022,1,6873,16534532.7,12590207.66
Sucursal Norte,7 Up,2022,1,2105,3299021.71,2321160.23
Sucursal Norte,Pepsi,2022,1,8110,20873646.3,13390619.7
Sucursal Centro,Coca Cola,2022,1,12345,41459292.79,31473366.91
Sucursal Centro,Fanta,2022,1,1368,1585385.78,1147991.53
Sucursal Centro,Sprite,2022,1,5951,14965194.96,11143942.42
Sucursal Centro,7 Up,2022,1,2404,3966469.8,2687741.2
Sucursal Centro,Pepsi,2022,1,8375,20987164.34,16405165.61
Sucursal Sur,Coca Cola,2022,1,11833,38887860.18,26054025.05
Sucursal Sur,Fanta,2022,1,1193,1408612.62,875778.17
Sucursal Sur,Sprite,2022,1,7020,17122054.79,13374624.69
Sucursal Sur,7 Up,2022,1,2162,3480074.42,2128035.84
Sucursal Sur,Pepsi,2022,1,7276,16994576.87,13376043.5
Sucursal Norte,Coca Cola,2022,2,11948,39652030.25,24416247.88
Sucursal Norte,Fanta,2022,2,1248,1449243.01,1070191.94
Sucursal Norte,Sprite,2022,2,7026,16464999.24,11634482.17
Sucursal Norte,7 Up,2022,2,2400,3791079.71,2870392.38
Sucursal Norte,Pepsi,2022,2,8402,19255148.0,13147489.87
Sucursal Centro,Coca Cola,2022,2,10950,39020953.41,28822205.75
Sucursal Centro,Fanta,2022,2,1404,1517387.53,1061796.44
Sucursal Centro,Sprite,2022,2,6975,17599455.37,12762332.57
Sucursal Centro,7 Up,2022,2,2342,3833303.98,2348955.32
Sucursal Centro,Pepsi,2022,2,7358,18901704.58,12490024.87
Sucursal Sur,Coca Cola,2022,2,11007,34175585.92,22710043.33
Sucursal Sur,Fanta,2022,2,1340,1397510.37,1074956.29
Sucursal Sur,Sprite,2022,2,5861,12338023.27,9042133.41
Sucursal Sur,7 Up,2022,2,2263,3129494.11,2156499.66
Sucursal Sur,Pepsi,2022,2,8344,20151785.26,12344541.28
Sucursal Norte,Coca Cola,2022,3,12766,43080488.28,32223715.81
Sucursal Norte,Fanta,2022,3,1350,1552490.88,1203562.19
Sucursal Norte,Sprite,2022,3,6781,16594790.46,11560961.62
Sucursal Norte,7 Up,2022,3,2074,3396272.08,2452003.36
Sucursal Norte,Pepsi,2022,3,8317,20980120.61,13387251.3
Sucursal Centro,Coca Cola,2022,3,12337,38515941.56,30637051.54
Sucursal Centro,Fanta,2022,3,1243,1510540.93,1005324.43
Sucursal Centro,Sprite,2022,3,6509,16036811.55,9998366.56
Sucursal Centro,7 Up,2022,3,2205,3587720.75,2642624.41
Sucursal Centro,Pepsi,2022,3,8757,22898877.23,16260682.69
Sucursal Sur,Coca Cola,2022,3,11028,35537241.62,25626983.12
Sucursal Sur,Fanta,2022,3,1345,1486618.72,1069440.89
Sucursal Sur,Sprite,2022,3,6647,16126378.98,11959473.53
