Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Norte,Cabernet Sauvignon,2020,3,5307,17111083.37,11354118.25
Sucursal Norte,Merlot,2020,3,4181,10871607.59,6927147.59
Sucursal Norte,Pinot Noir,2020,3,3120,10792173.64,7534932.06
Sucursal Norte,Chardonnay,2020,3,4664,13943175.39,8902399.29
Sucursal Norte,Sauvignon Blanc,2020,3,3407,8144123.82,5578938.88
Sucursal Centro,Cabernet Sauvignon,2020,3,5049,15783246.18,10606084.03
Sucursal Centro,Merlot,2020,3,4192,11196598.78,7973616.23
Sucursal Centro,Pinot Noir,2020,3,2979,9538383.48,7254405.27
Sucursal Centro,Chardonnay,2020,3,4715,14031542.27,9427258.77
Sucursal Centro,Sauvignon Blanc,2020,3,3813,10461458.49,7033895.28
Sucursal Sur,Cabernet Sauvignon,2020,3,5088,14902920.29,9876102.33
Sucursal Sur,Merlot,2020,3,4346,11348690.43,6934014.05
Sucursal Sur,Pinot Noir,2020,3,3298,11960718.76,7300059.13
Sucursal Sur,Chardonnay,2020,3,4389,11860883.62,7513271.96
Sucursal Sur,Sauvignon Blanc,2020,3,3663,9265821.26,7106853.97
Sucursal Norte,Cabernet Sauvignon,2020,4,5176,15605379.86,10078851.75
Sucursal Norte,Merlot,2020,4,3732,10000134.53,6819388.49
Sucursal Norte,Pinot Noir,2020,4,2845,10527216.77,7259655.2
Sucursal Norte,Chardonnay,2020,4,4724,13930492.6,9431660.01
Sucursal Norte,Sauvignon Blanc,2020,4,3546,8857639.64,6111464.04
Sucursal Centro,Cabernet Sauvignon,2020,4,4713,15124350.18,11359171.04
Sucursal Centro,Merlot,2020,4,3733,9352281.88,5872320.99
Sucursal Centro,Pinot Noir,2020,4,3015,10042602.14,6149838.5
Sucursal Centro,Chardonnay,2020,4,4579,13670774.15,10751039.4
Sucursal Centro,Sauvignon Blanc,2020,4,3679,10051456.21,7518804.09
Sucursal Sur,Cabernet Sauvignon,2020,4,5337,15413191.91,10615729.41
Sucursal Sur,Merlot,2020,4,4148,10751059.73,6646707.5
Sucursal Sur,Pinot Noir,2020,4,2924,10718186.05,7074931.88
Sucursal Sur,Chardonnay,2020,4,4250,12940021.17,8484822.46
Sucursal Sur,Sauvignon Blanc,2020,4,3742,9675750.92,7257329.47
Sucursal Norte,Cabernet Sauvignon,2020,5,4920,14843428.76,9036949.91
Sucursal Norte,Merlot,2020,5,4196,10620722.93,8427278.49
Sucursal Norte,Pinot Noir,2020,5,3103,10241909.07,7345690.42
Sucursal Norte,Chardonnay,2020,5,4726,12636384.04,8321496.81
Sucursal Norte,Sauvignon Blanc,2020,5,3704,9465149.14,6956728.32
Sucursal Centro,Cabernet Sauvignon,2020,5,4773,15025998.05,11745919.34
Sucursal Centro,Merlot,2020,5,4381,10959652.38,8487732.57
Sucursal Centro,Pinot Noir,2020,5,2714,9433403.49,6217428.29
Sucursal Centro,Chardonnay,2020,5,4479,13549894.49,9098039.92
Sucursal Centro,Sauvignon Blanc,2020,5,3833,10896217.76,6898271.24
Sucursal Sur,Cabernet Sauvignon,2020,5,5001,16030317.47,11735410.88
Sucursal Sur,Merlot,2020,5,3916,9410769.99,7416940.19
Sucursal Sur,Pinot Noir,2020,5,2853,9467203.54,6692523.43
Sucursal Sur,Chardonnay,2020,5,4670,13999593.57,9853479.46
Sucursal Sur,Sauvignon Blanc,2020,5,3471,9735483.16,6383864.07
Sucursal Norte,Cabernet Sauvignon,2020,6,5011,14805730.34,9748750.67
Sucursal Norte,Merlot,2020,6,3729,9514660.12,7279673.5
Sucursal Norte,Pinot Noir,2020,6,3282,11162648.44,8332111.83
Sucursal Norte,Chardonnay,2020,6,4803,12186391.72,9085114.98
Sucursal Norte,Sauvignon Blanc,2020,6,3244,8187518.91,5442937.64
Sucursal Centro,Cabernet Sauvignon,2020,6,4997,15911551.51,12587762.03
Sucursal Centro,Merlot,2020,6,4179,11186341.88,7195162.22
Sucursal Centro,Pinot Noir,2020,6,3100,11849956.38,8809972.62
Sucursal Centro,Chardonnay,2020,6,4084,10295844.04,7989720.17
Sucursal Centro,Sauvignon Blanc,2020,6,3843,10343688.76,7703926.92
Sucursal Sur,Cabernet Sauvignon,2020,6,4540,14840186.72,10974569.53
Sucursal Sur,Merlot,2020,6,4056,9902115.9,6144863.32
Sucursal Sur,Pinot Noir,2020,6,2934,11259202.65,8572727.33
Sucursal Sur,Chardonnay,2020,6,4216,11253553.91,8970753.07
Sucursal Sur,Sauvignon Blanc,2020,6,3437,9073793.57,5579823.72
Sucursal Norte,Cabernet Sauvignon,2020,7,5255,16825765.8,12511437.43
Sucursal Norte,Merlot,2020,7,4141,10849458.2,7484681.46
Sucursal Norte,Pinot Noir,2020,7,2764,8954983.38,6435477.69
Sucursal Norte,Chardonnay,2020,7,4051,10748004.32,7022717.83
Sucursal Norte,Sauvignon Blanc,2020,7,3511,8242120.99,6490738.57
Sucursal Centro,Cabernet Sauvignon,2020,7,4638,12651941.37,9043060.09
Sucursal Centro,Merlot,2020,7,4165,11021499.69,7732952.46
Sucursal Centro,Pinot Noir,2020,7,3218,10698710.67,7857893.35
Sucursal Centro,Chardonnay,2020,7,4170,10697312.15,8494904.23
Sucursal Centro,Sauvignon Blanc,2020,7,3413,9321280.54,7245012.84
Sucursal Sur,Cabernet Sauvignon,2020,7,5094,16211472.8,11495803.0
Sucursal Sur,Merlot,2020,7,4369,11472743.61,8050015.38
Sucursal Sur,Pinot Noir,2020,7,3014,10417308.82,7610077.65
Sucursal Sur,Chardonnay,2020,7,4356,12276589.8,8316172.95
Sucursal Sur,Sauvignon Blanc,2020,7,3191,7858174.92,4882974.85
Sucursal Norte,Cabernet Sauvignon,2020,8,4569,14224760.41,8793422.0
Sucursal Norte,Merlot,2020,8,4176,10748289.52,6948094.21
Sucursal Norte,Pinot Noir,2020,8,2985,10590389.23,6564015.99
Sucursal Norte,Chardonnay,2020,8,4599,11966587.18,9025103.89
Sucursal Norte,Sauvignon Blanc,2020,8,3297,9169186.68,6698266.5
Sucursal Centro,Cabernet Sauvignon,2020,8,4957,13435205.95,9821071.58
Sucursal Centro,Merlot,2020,8,4035,10111867.92,6421110.92
Sucursal Centro,Pinot Noir,2020,8,3262,12368405.52,8986783.0
Sucursal Centro,Chardonnay,2020,8,4724,14365994.39,10960550.02
Sucursal Centro,Sauvignon Blanc,2020,8,3201,7889385.51,5110596.51
Sucursal Sur,Cabernet Sauvignon,2020,8,5124,16368322.52,12987959.85
Sucursal Sur,Merlot,2020,8,4363,10300085.72,6535884.33
Sucursal Sur,Pinot Noir,2020,8,3238,11787040.7,7696728.55
Sucursal Sur,Chardonnay,2020,8,4213,11567729.74,8782326.57
Sucursal Sur,Sauvignon Blanc,2020,8,3257,9022248.59,6442896.78
Sucursal Norte,Cabernet Sauvignon,2020,9,5046,15434211.56,10366059.17
Sucursal Norte,Merlot,2020,9,3848,9296479.91,6530084.56
Sucursal Norte,Pinot Noir,2020,9,3029,9808601.42,7530875.04
Sucursal Norte,Chardonnay,2020,9,4873,13771644.97,8356981.51
Sucursal Norte,Sauvignon Blanc,2020,9,3535,8895260.89,5567808.18
Sucursal Centro,Cabernet Sauvignon,2020,9,4780,14808561.9,8932373.37
Sucursal Centro,Merlot,2020,9,3969,10392169.67,6606095.5
Sucursal Centro,Pinot Noir,2020,9,3169,11733905.62,9367071.03
Sucursal Centro,Chardonnay,2020,9,4315,12274220.61,7387991.28
Sucursal Centro,Sauvignon Blanc,2020,9,3252,8649028.57,6424294.22
Sucursal Sur,Cabernet Sauvignon,2020,9,5426,16979904.0,12724654.51
Sucursal Sur,Merlot,2020,9,3911,9598413.95,5861879.46
Sucursal Sur,Pinot Noir,2020,9,3130,12001415.03,8526857.18
Sucursal Sur,Chardonnay,2020,9,4670,12010133.36,7594005.23
Sucursal Sur,Sauvignon Blanc,2020,9,3316,8182099.03,6197246.38
Sucursal Norte,Cabernet Sauvignon,2020,10,4914,13678236.11,10353877.61
Sucursal Norte,Merlot,2020,10,3948,10189695.49,7060661.06
Sucursal Norte,Pinot Noir,2020,10,2822,10253743.83,6921935.37
Sucursal Norte,Chardonnay,2020,10,4929,13120992.48,9912898.48
Sucursal Norte,Sauvignon Blanc,2020,10,3548,9139262.69,5921809.71
Sucursal Centro,Cabernet Sauvignon,2020,10,5341,16071966.51,11044675.15
Sucursal Centro,Merlot,2020,10,3884,10212152.12,7396364.55
Sucursal Centro,Pinot Noir,2020,10,2948,9513471.12,6295246.26
Sucursal Centro,Chardonnay,2020,10,4462,12037976.16,7294595.3
Sucursal Centro,Sauvignon Blanc,2020,10,3744,10612692.17,6697959.4
Sucursal Sur,Cabernet Sauvignon,2020,10,5122,14246711.27,9192908.56
Sucursal Sur,Merlot,2020,10,3839,9960339.29,7076883.59
Sucursal Sur,Pinot Noir,2020,10,3132,11989213.65,8440326.04
Sucursal Sur,Chardonnay,2020,10,4845,13000523.71,9962478.78
Sucursal Sur,Sauvignon Blanc,2020,10,3720,9663373.12,6936422.64
Sucursal Norte,Cabernet Sauvignon,2020,11,5022,15175911.57,11826571.84
Sucursal Norte,Merlot,2020,11,3751,9307265.67,5586091.67
Sucursal Norte,Pinot Noir,2020,11,3022,10580251.68,7911844.55
Sucursal Norte,Chardonnay,2020,11,4758,14497839.1,11170677.67
Sucursal Norte,Sauvignon Blanc,2020,11,3262,8779227.24,5544001.25
Sucursal Centro,Cabernet Sauvignon,2020,11,4893,15095355.03,9718819.18
Sucursal Centro,Merlot,2020,11,3861,8814503.78,6559988.84
Sucursal Centro,Pinot Noir,2020,11,3299,10931287.98,6774111.59
Sucursal Centro,Chardonnay,2020,11,4254,11469931.78,7182806.35
Sucursal Centro,Sauvignon Blanc,2020,11,3403,9470058.47,6213278.25
Sucursal Sur,Cabernet Sauvignon,2020,11,4601,14454705.94,9191118.98
Sucursal Sur,Merlot,2020,11,3955,9193494.53,7219932.54
Sucursal Sur,Pinot Noir,2020,11,2910,9585419.2,6890841.37
Sucursal Sur,Chardonnay,2020,11,4272,12863475.47,8395463.09
Sucursal Sur,Sauvignon Blanc,2020,11,3352,8000729.56,5215299.83
Sucursal Norte,Cabernet Sauvignon,2020,12,5324,16962512.61,11806902.46
Sucursal Norte,Merlot,2020,12,3811,9339938.73,6273752.56
Sucursal Norte,Pinot Noir,2020,12,3210,10409046.63,6558808.09
Sucursal Norte,Chardonnay,2020,12,4251,12377436.21,7862884.49
Sucursal Norte,Sauvignon Blanc,2020,12,3796,10326292.53,6434750.61
Sucursal Centro,Cabernet Sauvignon,2020,12,4795,13126246.89,9893831.59
Sucursal Centro,Merlot,2020,12,4253,11508988.18,7860096.19
Sucursal Centro,Pinot Noir,2020,12,3164,10472336.91,7331832.6
Sucursal Centro,Chardonnay,2020,12,4607,13299756.99,8574502.07
Sucursal Centro,Sauvignon Blanc,2020,12,3655,9943092.86,7690619.53
Sucursal Sur,Cabernet Sauvignon,2020,12,4841,14162864.86,9134460.42
Sucursal Sur,Merlot,2020,12,3744,10166652.92,7296448.65
Sucursal Sur,Pinot Noir,2020,12,2864,9195052.2,6781735.45
Sucursal Sur,Chardonnay,2020,12,4912,13590906.52,8843549.4
Sucursal Sur,Sauvignon Blanc,2020,12,3663,8613167.96,5898196.8
Sucursal Norte,Cabernet Sauvignon,2021,1,5793,19061024.48,13063960.94
Sucursal Norte,Merlot,2021,1,4065,10968353.35,7503757.09
Sucursal Norte,Pinot Noir,2021,1,3625,16739571.23,13149181.35
Sucursal Norte,Chardonnay,2021,1,4835,17748677.1,11861515.09
Sucursal Norte,Sauvignon Blanc,2021,1,3362,9285120.41,6287280.71
Sucursal Centro,Cabernet Sauvignon,2021,1,5823,20792389.05,16128443.06
Sucursal Centro,Merlot,2021,1,3966,11232020.95,8915607.95
Sucursal Centro,Pinot Noir,2021,1,3909,19282373.81,12797100.52
Sucursal Centro,Chardonnay,2021,1,4470,14357642.91,10125295.44
Sucursal Centro,Sauvignon Blanc,2021,1,3360,9163892.73,7292225.68
Sucursal Sur,Cabernet Sauvignon,2021,1,5198,20005280.0,12843875.2
Sucursal Sur,Merlot,2021,1,3856,10272865.44,6377634.56
Sucursal Sur,Pinot Noir,2021,1,3901,17427338.97,12770958.26
Sucursal Sur,Chardonnay,2021,1,5306,17676066.14,13921639.25
Sucursal Sur,Sauvignon Blanc,2021,1,3714,11647807.35,9026785.02
Sucursal Norte,Cabernet Sauvignon,2021,2,5816,19730320.51,11962133.29
Sucursal Norte,Merlot,2021,2,3833,11043865.23,7393241.56
Sucursal Norte,Pinot Noir,2021,2,3336,16693219.91,12064452.48
Sucursal Norte,Chardonnay,2021,2,4753,16769940.22,10236596.85
Sucursal Norte,Sauvignon Blanc,2021,2,3580,10266743.21,7840949.68
Sucursal Centro,Cabernet Sauvignon,2021,2,5209,17814006.81,13499265.18
Sucursal Centro,Merlot,2021,2,4219,12224119.64,8381832.8
Sucursal Centro,Pinot Noir,2021,2,3311,16075440.87,10585647.58
Sucursal Centro,Chardonnay,2021,2,4546,15235431.86,9247075.61
Sucursal Centro,Sauvignon Blanc,2021,2,3399,8818923.26,6596475.16
Sucursal Sur,Cabernet Sauvignon,2021,2,5262,18833676.17,12143915.61
Sucursal Sur,Merlot,2021,2,4278,10775374.3,7168125.33
Sucursal Sur,Pinot Noir,2021,2,3458,16327800.46,10348218.84
Sucursal Sur,Chardonnay,2021,2,4509,16384584.99,10832140.29
Sucursal Sur,Sauvignon Blanc,2021,2,3549,10862079.66,7814655.98
Sucursal Norte,Cabernet Sauvignon,2021,3,5192,18702451.42,11493579.89
Sucursal Norte,Merlot,2021,3,4309,12051775.3,9211434.01
Sucursal Norte,Pinot Noir,2021,3,3685,15517465.23,9417715.98
Sucursal Norte,Chardonnay,2021,3,5222,19141852.23,15118648.49
Sucursal Norte,Sauvignon Blanc,2021,3,3833,11869787.38,8924673.94
Sucursal Centro,Cabernet Sauvignon,2021,3,5842,20365975.15,13493685.16
Sucursal Centro,Merlot,2021,3,3684,10295350.48,7968446.78
Sucursal Centro,Pinot Noir,2021,3,3509,15379454.84,11282850.51
Sucursal Centro,Chardonnay,2021,3,4469,14977598.47,11149629.21
Sucursal Centro,Sauvignon Blanc,2021,3,3284,8570034.27,6209905.91
Sucursal Sur,Cabernet Sauvignon,2021,3,5721,20868499.64,14191921.34
Sucursal Sur,Merlot,2021,3,4075,11423888.29,7357547.8
Sucursal Sur,Pinot Noir,2021,3,3431,14619122.99,9987022.58
Sucursal Sur,Chardonnay,2021,3,5420,17325061.89,13658162.18
Sucursal Sur,Sauvignon Blanc,2021,3,3379,8914746.97,6978214.25
Sucursal Norte,Cabernet Sauvignon,2021,4,6004,20809736.27,13379160.68
Sucursal Norte,Merlot,2021,4,4022,12133169.87,7588003.53
Sucursal Norte,Pinot Noir,2021,4,3615,16314244.98,11307535.63
Sucursal Norte,Chardonnay,2021,4,5010,17891637.16,13380663.7
Sucursal Norte,Sauvignon Blanc,2021,4,3805,11272283.48,8562710.97
Sucursal Centro,Cabernet Sauvignon,2021,4,5302,18016285.8,13322357.31
Sucursal Centro,Merlot,2021,4,3647,10229815.68,7091499.67
Sucursal Centro,Pinot Noir,2021,4,3939,17233856.11,11144001.88
Sucursal Centro,Chardonnay,2021,4,4602,15633022.23,10386722.17
Sucursal Centro,Sauvignon Blanc,2021,4,3395,8762195.64,5573103.35
Sucursal Sur,Cabernet Sauvignon,2021,4,5168,19260978.61,13823044.96
Sucursal Sur,Merlot,2021,4,3871,9928282.45,6304390.25
Sucursal Sur,Pinot Noir,2021,4,3619,17771709.21,13625725.34
Sucursal Sur,Chardonnay,2021,4,5369,19669243.82,13426683.27
Sucursal Sur,Sauvignon Blanc,2021,4,3779,10866704.11,7210940.65
Sucursal Norte,Cabernet Sauvignon,2021,5,5049,16872494.11,11983935.5
Sucursal Norte,Merlot,2021,5,3949,10525152.42,7058812.43
Sucursal Norte,Pinot Noir,2021,5,3539,15172138.67,9272912.41
Sucursal Norte,Chardonnay,2021,5,5128,15637798.33,11894389.9
Sucursal Norte,Sauvignon Blanc,2021,5,3238,9781527.74,5919541.74
Sucursal Centro,Cabernet Sauvignon,2021,5,5608,19601085.21,11931937.29
Sucursal Centro,Merlot,2021,5,3800,10551743.14,7675374.32
Sucursal Centro,Pinot Noir,2021,5,3406,15337875.0,10069252.16
Sucursal Centro,Chardonnay,2021,5,4915,17947398.5,10783509.07
Sucursal Centro,Sauvignon Blanc,2021,5,3380,10119779.98,7006132.0
Sucursal Sur,Cabernet Sauvignon,2021,5,5747,21172297.36,15040563.69
Sucursal Sur,Merlot,2021,5,3855,10972489.09,7106370.44
Sucursal Sur,Pinot Noir,2021,5,3951,16700969.06,10065226.33
Sucursal Sur,Chardonnay,2021,5,4795,15346018.59,9946372.98
Sucursal Sur,Sauvignon Blanc,2021,5,3361,8929660.74,5964136.99
Sucursal Norte,Cabernet Sauvignon,2021,6,5508,20336449.44,15059766.31
Sucursal Norte,Merlot,2021,6,4320,11934552.03,7460252.95
Sucursal Norte,Pinot Noir,2021,6,3702,15260171.01,10917877.8
Sucursal Norte,Chardonnay,2021,6,5064,15591712.34,11572688.46
Sucursal Norte,Sauvignon Blanc,2021,6,3815,10882322.44,8613659.94
Sucursal Centro,Cabernet Sauvignon,2021,6,5404,20038837.52,12841008.59
Sucursal Centro,Merlot,2021,6,3719,9262268.43,6371737.14
Sucursal Centro,Pinot Noir,2021,6,3818,18416912.03,14623562.87
Sucursal Centro,Chardonnay,2021,6,5164,17311331.67,13057653.78
Sucursal Centro,Sauvignon Blanc,2021,6,3738,10034494.6,7964968.82
Sucursal Sur,Cabernet Sauvignon,2021,6,5811,19348017.05,12183791.48
Sucursal Sur,Merlot,2021,6,4092,11785966.99,9310756.8
Sucursal Sur,Pinot Noir,2021,6,3315,15657173.85,12359224.94
Sucursal Sur,Chardonnay,2021,6,5402,19043370.06,12411231.95
Sucursal Sur,Sauvignon Blanc,2021,6,3769,11136576.87,7909197.5
Sucursal Norte,Cabernet Sauvignon,2021,7,5268,17745452.15,12627490.97
Sucursal Norte,Merlot,2021,7,3955,11496567.96,7899580.68
Sucursal Norte,Pinot Noir,2021,7,3285,15991526.01,9950254.33
Sucursal Norte,Chardonnay,2021,7,4866,15584831.11,9523374.12
Sucursal Norte,Sauvignon Blanc,2021,7,3482,9396741.14,7457909.45
Sucursal Centro,Cabernet Sauvignon,2021,7,5900,22875602.95,14446869.63
Sucursal Centro,Merlot,2021,7,3996,10412276.1,7325310.97
Sucursal Centro,Pinot Noir,2021,7,3854,18738331.48,11956084.44
Sucursal Centro,Chardonnay,2021,7,5242,18395165.78,11705587.62
Sucursal Centro,Sauvignon Blanc,2021,7,3699,11242710.07,7735428.3
Sucursal Sur,Cabernet Sauvignon,2021,7,5630,21967132.49,17332569.93
Sucursal Sur,Merlot,2021,7,3960,11517303.45,8774262.77
Sucursal Sur,Pinot Noir,2021,7,3909,17939430.91,11687575.35
Sucursal Sur,Chardonnay,2021,7,4655,14239398.69,8840812.27
Sucursal Sur,Sauvignon Blanc,2021,7,3568,10709658.25,7085790.96
Sucursal Norte,Cabernet Sauvignon,2021,8,5176,18268408.57,11858192.41
Sucursal Norte,Merlot,2021,8,3753,11012548.94,6776134.99
Sucursal Norte,Pinot Noir,2021,8,3618,16944047.14,10273247.53
Sucursal Norte,Chardonnay,2021,8,5258,17052024.88,10645637.9
Sucursal Norte,Sauvignon Blanc,2021,8,3740,10227524.1,7457444.81
Sucursal Centro,Cabernet Sauvignon,2021,8,5347,20204817.0,14228862.76
Sucursal Centro,Merlot,2021,8,3807,10068392.63,7174535.62
Sucursal Centro,Pinot Noir,2021,8,3527,15396217.76,9437716.78
Sucursal Centro,Chardonnay,2021,8,4940,17754946.57,12771502.94
Sucursal Centro,Sauvignon Blanc,2021,8,3424,10450611.49,7941957.97
Sucursal Sur,Cabernet Sauvignon,2021,8,5686,22453780.1,16324242.85
Sucursal Sur,Merlot,2021,8,3895,10717809.27,7736520.01
Sucursal Sur,Pinot Noir,2021,8,3392,16689401.9,13271414.99
Sucursal Sur,Chardonnay,2021,8,4668,17061993.06,11403885.18
Sucursal Sur,Sauvignon Blanc,2021,8,3363,9126868.06,6305298.98
Sucursal Norte,Cabernet Sauvignon,2021,9,5057,18984133.58,14425077.64
Sucursal Norte,Merlot,2021,9,4392,13188721.61,9443005.25
Sucursal Norte,Pinot Noir,2021,9,3522,16377455.45,12467372.67
Sucursal Norte,Chardonnay,2021,9,4842,16091474.12,11232937.23
Sucursal Norte,Sauvignon Blanc,2021,9,3289,9049452.1,7033772.69
Sucursal Centro,Cabernet Sauvignon,2021,9,5311,20744367.73,13293480.35
Sucursal Centro,Merlot,2021,9,3613,10447632.19,7845479.23
Sucursal Centro,Pinot Noir,2021,9,3601,15735778.49,12431887.88
Sucursal Centro,Chardonnay,2021,9,4966,18321301.91,11974395.55
Sucursal Centro,Sauvignon Blanc,2021,9,3628,9420867.76,6252951.06
Sucursal Sur,Cabernet Sauvignon,2021,9,5246,20021363.01,12760726.67
Sucursal Sur,Merlot,2021,9,3614,10264578.58,7290953.69
Sucursal Sur,Pinot Noir,2021,9,3480,16567624.24,11086533.36
Sucursal Sur,Chardonnay,2021,9,4584,14360672.97,10970706.0
Sucursal Sur,Sauvignon Blanc,2021,9,3826,11550436.93,8575388.44
Sucursal Norte,Cabernet Sauvignon,2021,10,5103,17820955.25,12953348.33
Sucursal Norte,Merlot,2021,10,4289,11563036.56,8038436.58
Sucursal Norte,Pinot Noir,2021,10,3694,18401929.19,11879277.08
Sucursal Norte,Chardonnay,2021,10,4772,15382121.89,9803373.73
Sucursal Norte,Sauvignon Blanc,2021,10,3706,11385253.47,7321135.71
Sucursal Centro,Cabernet Sauvignon,2021,10,5448,20742799.19,15315914.25
Sucursal Centro,Merlot,2021,10,3716,10219948.35,6888141.69
Sucursal Centro,Pinot Noir,2021,10,3580,14970271.57,10508336.07
Sucursal Centro,Chardonnay,2021,10,5409,19710065.79,15253878.43
Sucursal Centro,Sauvignon Blanc,2021,10,3467,8950603.47,7083226.63
Sucursal Sur,Cabernet Sauvignon,2021,10,5683,21089113.05,14140850.56
Sucursal Sur,Merlot,2021,10,3949,10557640.28,7574736.55
Sucursal Sur,Pinot Noir,2021,10,3715,18403907.7,12450739.77
Sucursal Sur,Chardonnay,2021,10,5032,18569757.01,12781536.89
Sucursal Sur,Sauvignon Blanc,2021,10,3309,9266352.26,7078944.05
Sucursal Norte,Cabernet Sauvignon,2021,11,5667,21836757.29,15457970.9
Sucursal Norte,Merlot,2021,11,3837,10439574.82,7145313.51
Sucursal Norte,Pinot Noir,2021,11,3346,13799479.72,10224428.64
Sucursal Norte,Chardonnay,2021,11,4696,17097003.69,13048971.16
Sucursal Norte,Sauvignon Blanc,2021,11,3524,10516263.47,6610944.55
Sucursal Centro,Cabernet Sauvignon,2021,11,6036,20535931.23,13090977.72
Sucursal Centro,Merlot,2021,11,3702,9547893.6,6290718.4
Sucursal Centro,Pinot Noir,2021,11,3397,14892636.6,9860369.0
Sucursal Centro,Chardonnay,2021,11,5204,18778789.44,13532622.62
Sucursal Centro,Sauvignon Blanc,2021,11,3310,9073834.78,7194213.7
Sucursal Sur,Cabernet Sauvignon,2021,11,5243,20599168.66,13272160.81
Sucursal Sur,Merlot,2021,11,4036,11362879.55,8796415.29
Sucursal Sur,Pinot Noir,2021,11,3915,18238818.36,12475909.98
Sucursal Sur,Chardonnay,2021,11,4687,14935722.52,10625632.66
Sucursal Sur,Sauvignon Blanc,2021,11,3257,10216155.85,7980426.49
Sucursal Norte,Cabernet Sauvignon,2021,12,5932,20323249.08,15238289.02
Sucursal Norte,Merlot,2021,12,3804,10242883.54,6369020.34
Sucursal Norte,Pinot Noir,2021,12,3779,15980897.2,11291887.4
Sucursal Norte,Chardonnay,2021,12,4564,14220312.73,9885451.02
Sucursal Norte,Sauvignon Blanc,2021,12,3801,10951949.22,7659581.33
Sucursal Centro,Cabernet Sauvignon,2021,12,5493,18354080.13,12392405.19
Sucursal Centro,Merlot,2021,12,3862,11611326.16,8113248.25
Sucursal Centro,Pinot Noir,2021,12,3387,16173995.57,10110825.41
Sucursal Centro,Chardonnay,2021,12,5390,18932732.74,11530225.91
Sucursal Centro,Sauvignon Blanc,2021,12,3221,8313953.4,5120542.79
Sucursal Sur,Cabernet Sauvignon,2021,12,5649,18494323.23,13538105.62
Sucursal Sur,Merlot,2021,12,4032,11863384.27,7856979.62
Sucursal Sur,Pinot Noir,2021,12,3781,15583207.87,11002334.25
Sucursal Sur,Chardonnay,2021,12,5227,16146836.64,11294067.54
Sucursal Sur,Sauvignon Blanc,2021,12,3659,9686150.39,7584729.73
Sucursal Norte,Cabernet Sauvignon,2022,1,5538,24904112.12,18596345.64
Sucursal Norte,Merlot,2022,1,3776,11706462.03,8692478.25
Sucursal Norte,Pinot Noir,2022,1,4080,26070522.53,20531125.22
Sucursal Norte,Chardonnay,2022,1,5505,20681264.82,15685784.43
Sucursal Norte,Sauvignon Blanc,2022,1,3189,10006570.5,7683693.65
Sucursal Centro,Cabernet Sauvignon,2022,1,6542,28825592.37,18336748.35
Sucursal Centro,Merlot,2022,1,4013,11005125.14,6647480.17
Sucursal Centro,Pinot Noir,2022,1,4017,22036315.24,16768671.0
Sucursal Centro,Chardonnay,2022,1,4952,21552939.79,15626998.12
Sucursal Centro,Sauvignon Blanc,2022,1,3300,9824689.7,7568473.09
